id,year,speech_year,date,description,subtitle,words,majortopic,filter_international,filter_duplicate
4401,1968,60,07/02/1968,Sorry For Shipmates... Happy To Be Alive,,728,10,0,0
4402,1968,60,07/02/1968,Storm flung boat over top of trawler,,451,4,0,0
4403,1968,60,07/02/1968,Back Britain men tried in secret,,160,12,0,0
4404,1968,60,07/02/1968,Nuclear plants nearer towns,,264,8,0,0
4405,1968,60,07/02/1968,Stiff US questions for Mr Wilson,,328,19,0,0
4406,1968,60,07/02/1968,Reports on mortgages for Yard,,81,15,0,0
4407,1968,60,07/02/1968,Climber found in snow search,,111,26,0,0
4408,1968,60,07/02/1968,US camp overrun near Khe Sanh,Vietcong tanks in action for first time,344,16,1,0
4409,1968,60,07/02/1968,Carrier told to leave Korea,,166,16,1,0
4410,1968,60,14/02/1968,"U S Sending Another 10,500 Troops For Vietnam War",Second offensive by Vietcong expected,105,16,1,0
4411,1968,60,14/02/1968,Study of transplant ethics,,476,3,0,0
4412,1968,60,14/02/1968,Johnson Peace Envoy Visits Hanoi,,450,16,1,0
4413,1968,60,14/02/1968,Sudden change of plan by U Thant,,257,16,1,0
4414,1968,60,14/02/1968,Tories choose March for by-elections,,380,20,0,0
4415,1968,60,14/02/1968,E Germans banned at Games,,397,29,0,0
4416,1968,60,14/02/1968,Mr Wilson defines pay ceiling,,334,5,0,0
4417,1968,60,14/02/1968,Exports a record at Ł499m,,128,18,0,0
4418,1968,60,14/02/1968,Big cut in gaming clubs planned,Control not suppression is Government aim,328,15,0,0
4419,1968,60,14/02/1968,Shooting: two men named,,143,12,0,0
4420,1968,60,21/02/1968,"Ł15,000 royal visit row",,421,34,0,0
4421,1968,60,21/02/1968,Express' group costs up Ł 1 ˝m,,160,17,0,0
4422,1968,60,21/02/1968,Rebels Claim 46 Abstain Over Cuts,New anxiety for the party leaders,125,20,0,0
4423,1968,60,21/02/1968,Miss Herbison Joins Militants,,533,20,0,0
4424,1968,60,21/02/1968,Wedgwood Benn acts to boost morale,,368,20,0,0
4425,1968,60,21/02/1968,Callaghan remarks shock the House,,472,20,0,0
4426,1968,60,21/02/1968,Fighting breaks out again on Saigon outskirts,,669,16,1,0
4427,1968,60,21/02/1968,BUA pilots' strike called off,BALPA recognition restored,284,10,0,0
4428,1968,60,21/02/1968,"$150,000 for book on Beatles",,94,28,0,0
4429,1968,60,21/02/1968,Accident puts Titmus out of tour,,146,29,0,0
4430,1968,60,28/02/1968,62 Votes Against Curb As Immigrants Bill Goes Forward,Mr Macleod joins 35 Labour opponents,872,9,0,0
4431,1968,60,28/02/1968,Police fight thousands at airport,,306,12,0,0
4432,1968,60,28/02/1968,Lawyers to hear appeals in Kenya,,605,12,1,0
4433,1968,60,28/02/1968,Primate says legislation 'is wrong,,362,34,0,0
4434,1968,60,28/02/1968,Dissidents' plea to Budapest talks,,388,19,1,0
4435,1968,60,28/02/1968,South Yemen dismissal of Britons,,128,19,1,0
4436,1968,60,28/02/1968,Stronger line likely on wages,,220,5,0,0
4437,1968,60,28/02/1968,Trials by TV' to be banned,,308,12,0,0
4438,1968,60,06/03/1968,New Act brings chaos,,546,20,0,0
4439,1968,60,06/03/1968,Tories Would Keep Forces In East,Mr Heath tells of Russian pressure,854,16,0,0
4440,1968,60,06/03/1968,Radar that will give earlier alert,,158,16,0,0
4441,1968,60,06/03/1968,Air strikes to drive Vietcong from city,,576,16,1,0
4442,1968,60,06/03/1968,Black man in search of power,,158,2,0,0
4443,1968,60,06/03/1968,Tax aid for farmers,,100,4,0,0
4444,1968,60,06/03/1968,Nixon says he would end the war,,279,16,1,0
4445,1968,60,06/03/1968,"Smith will hang Africans today, says report",,471,19,1,0
4446,1968,60,06/03/1968,Final plea to Privy Council,,258,20,0,0
4447,1968,60,13/03/1968,McCarthy gets early boost,,557,16,1,0
4448,1968,60,13/03/1968,Rusk Call For Peace 'By Infiltration,,981,16,1,0
4449,1968,60,13/03/1968,Britons arrested in China as spies,,403,16,0,0
4450,1968,60,13/03/1968,Africans pelt British envoys,,307,19,0,0
4451,1968,60,13/03/1968,Inquiry on Captain Thain,,454,20,0,0
4452,1968,60,13/03/1968,Dearer gas and mail expected,,211,1,0,0
4453,1968,60,13/03/1968,Scientists protest in Moscow,,280,19,1,0
4454,1968,60,20/03/1968,Ł923m Budget increase is biggest ever,"Dearer Drink, Driving And Smoking",994,1,0,0
4455,1968,60,20/03/1968,Burden upon burden,,594,20,0,0
4456,1968,60,20/03/1968,Mr Jenkins makes no excuses,,424,20,0,0
4457,1968,60,20/03/1968,Unions fear scramble on wages front,,319,5,0,0
4458,1968,60,20/03/1968,Cost of living will go up by 1s in the pound,,1207,1,0,0
4459,1968,60,20/03/1968,England's dramatic victory,,253,29,0,0
4460,1968,60,27/03/1968,Mr Brown to stay as deputy,,622,20,0,0
4461,1968,60,27/03/1968,Bipartisan Approach In Jeopardy,,738,19,0,0
4462,1968,60,27/03/1968,Czech Catholics' plea for return of Cardinal,,556,31,0,0
4463,1968,60,27/03/1968,Mr Wilson to meet pay critics,,167,20,0,0
4464,1968,60,27/03/1968,"5,500 to meet on jobs threat",,147,5,0,0
4465,1968,60,27/03/1968,Tories expecting 'a sensation,,377,33,0,0
4466,1968,60,27/03/1968,Chairs hurled at title bout,,85,29,0,0
4467,1968,60,27/03/1968,Gas prices in south-east to rise,,106,8,0,0
4468,1968,60,27/03/1968,Regional chief to quit,,271,24,0,0
4469,1968,60,03/04/1968,20th Parallel Set As Limit For American Bombing Raids,S Vietnam forces to get latest arms,124,16,1,0
4470,1968,60,03/04/1968,Humphrey will have to act fast,,570,19,1,0
4471,1968,60,03/04/1968,Ho Chi Minh Trail Threatened,,425,12,1,0
4472,1968,60,03/04/1968,Kennedy demands talks with Vietcong,,331,16,1,0
4473,1968,60,03/04/1968,Active role by Britain,,116,16,0,0
4474,1968,60,03/04/1968,30 counties swept by blizzard,,231,26,0,0
4475,1968,60,03/04/1968,New look at cut in benefits,,652,13,0,0
4476,1968,60,03/04/1968,Rolls-Royce win Ł25m order,,175,10,0,0
4477,1968,60,03/04/1968,Armed warders plan likely to be overruled,,430,12,0,0
4478,1968,60,03/04/1968,Five die in fire at hotel,,117,27,0,0
4479,1968,60,10/04/1968,Plea At King Funeral Against 'Rending Nation Asunder,Vice-President attends crowded service,141,34,1,0
4480,1968,60,10/04/1968,McCarthy says it in verse,,495,19,1,0
4481,1968,60,10/04/1968,March Recaptures Negro Unity,,976,2,1,0
4482,1968,60,10/04/1968,Saudis reject Jew as British envoy,,474,19,0,0
4483,1968,60,10/04/1968,US contact with Hanoi on talks,,126,16,1,0
4484,1968,60,10/04/1968,Tory question on Brown article,,542,33,0,0
4485,1968,60,10/04/1968,Race Bill outlaws discrimination in job or home,,299,2,0,0
4486,1968,60,10/04/1968,Debate on air engine report,,125,10,0,0
4487,1968,60,10/04/1968,QCS' plea on tram case sentences,,174,12,0,0
4488,1968,60,17/04/1968,Czechs lay blame on Beria,,635,19,1,0
4489,1968,60,17/04/1968,Hundreds Die In China Bid For Power,Wall posters blame 'class enemies,466,16,1,0
4490,1968,60,17/04/1968,Conflict spreads to loyal provinces,,522,16,1,0
4491,1968,60,17/04/1968,Brando gives up films to aid Negroes,,304,2,0,0
4492,1968,60,17/04/1968,Father and family killed at automatic rail crossing,,620,10,0,0
4493,1968,60,17/04/1968,Air crash theory of 'fracture,,132,10,0,0
4494,1968,60,17/04/1968,Motoring organizations call for bridges,,377,10,0,0
4495,1968,60,17/04/1968,Gas in pit kills three girls,,260,30,0,0
4496,1968,60,24/04/1968,24 Tories abstain over Race Bill,"A Majority Of 104 For The Government, Sir Edward Boyle does not vote",728,33,0,0
4497,1968,60,24/04/1968,Why I abstained,,420,20,0,0
4498,1968,60,24/04/1968,Mr Callaghan appeals for all-party unity,,546,33,0,0
4499,1968,60,24/04/1968,Dockers march for Powell,,600,10,0,0
4500,1968,60,24/04/1968,Peking gives access to Briton,,205,19,0,0
4501,1968,60,24/04/1968,Britain urges total trade ban on Rhodesia,,284,18,0,0
4502,1968,60,24/04/1968,Peace talks 'this week,,113,16,1,0
4503,1968,60,24/04/1968,Man held for Kiesinger death plan,,123,12,1,0
4504,1968,60,01/05/1968,Tories Seek To Widen Race Relations Bill's Scope,Heath and Powell guarded by Yard,108,2,0,0
4505,1968,60,01/05/1968,Coloured family attacked,,557,2,0,0
4506,1968,60,01/05/1968,Human Rights Aims Against Prejudice,,736,2,0,0
4507,1968,60,01/05/1968,Rockefeller enters contest for the Presidency,,557,19,1,0
4508,1968,60,01/05/1968,49 hurt as football crowd surges through barriers,,473,27,0,0
4509,1968,60,01/05/1968,Madrid mob overturn buses,,179,12,1,0
4510,1968,60,01/05/1968,Murder hunt after fire,,109,12,0,0
4511,1968,60,01/05/1968,Cuts likely in price of cosmetics,,189,15,0,0
4512,1968,60,01/05/1968,Eisenhower has third heart attack,,313,19,1,0
4513,1968,60,08/05/1968,Anxiety on Alabama tactics,,505,2,1,0
4514,1968,60,08/05/1968,New transplant in Houston,,93,3,1,0
4515,1968,60,08/05/1968,Nationalists Gain In Scots Elections,Labour lose control of Glasgow,700,24,0,0
4516,1968,60,08/05/1968,North Vietnam moves worry Johnson,,275,16,1,0
4517,1968,60,08/05/1968,British Alcatraz plan may be dropped,,449,12,0,0
4518,1968,60,08/05/1968,Senator Kennedy wins in Indiana primary,,547,19,1,0
4519,1968,60,08/05/1968,Britain is 'four square' behind Gibraltar,,551,21,0,0
4520,1968,60,08/05/1968,Formal protest will be made today,,255,99,0,0
4521,1968,60,22/05/1968,De Gaulle Plans Referendum Next Month,,971,19,1,0
4522,1968,60,22/05/1968,"1,000 in Paris street battle",,576,12,1,0
4523,1968,60,22/05/1968,Sotheby's wins through,,310,28,0,0
4524,1968,60,22/05/1968,168 rescued from blazing North Sea ferry,,499,10,0,0
4525,1968,60,22/05/1968,Government majority of 35 on incomes Bill,,562,20,0,0
4526,1968,60,22/05/1968,Mr Brown tries to close the ranks,,603,20,0,0
4527,1968,60,22/05/1968,Greek king to visit London,,218,19,0,0
4528,1968,60,29/05/1968,Legal Curb On Wages Must End Next Year Callaghan Says,,573,5,0,0
4529,1968,60,29/05/1968,Trade unions driven far enough,,147,5,0,0
4530,1968,60,29/05/1968,Economy Will Have To Take Strain,,735,1,0,0
4531,1968,60,29/05/1968,Mikardo protests with the Tories,,282,33,0,0
4532,1968,60,29/05/1968,$600 paid for Churchill letter,,195,28,0,0
4533,1968,60,29/05/1968,Duke's tour 'a disaster,,111,34,0,0
4534,1968,60,29/05/1968,Cohn-Bendit back at Sorbonne,,508,2,1,0
4535,1968,60,29/05/1968,British holidaymakers stranded in France,,207,19,0,0
4536,1968,60,29/05/1968,Hopes fade for US missing nuclear submarine,,284,16,1,0
4537,1968,60,29/05/1968,BOAC to get part-time chairman,,125,10,0,0
4538,1968,60,29/05/1968,Takeover at college by students,,178,6,0,0
4539,1968,60,05/06/1968,Big attack by Israel on Jordan,,546,16,1,0
4540,1968,60,05/06/1968,Hopes Fade Of French Return To Work,Threat to vital links during election,688,5,1,0
4541,1968,60,05/06/1968,"Strike costs airlines over Ł700,000",,262,10,0,0
4542,1968,60,05/06/1968,"Queen pays Ł7,500 for portrait",,269,34,0,0
4543,1968,60,05/06/1968,Johnson's friendly offer to Russia,,676,19,1,0
4544,1968,60,05/06/1968,Three yachts turn back in race,,238,29,0,0
4545,1968,60,05/06/1968,Sports in Brief,,74,29,0,0
4546,1968,60,05/06/1968,Only the dog was missing,,114,34,0,0
4547,1968,60,05/06/1968,Six Dutch paintings stolen,,108,28,0,0
4548,1968,60,05/06/1968,Envoy discusses Dobson case,,101,19,0,0
4549,1968,60,05/06/1968,Safer vans for 'risk' prisoners,,272,12,0,0
4550,1968,60,12/06/1968,Lubbock turns on leftists,,662,33,0,0
4551,1968,60,12/06/1968,Cohn-Bendit In Britain For 24 Hours,Airport police break up demonstration,768,2,0,0
4552,1968,60,12/06/1968,Student battle moves to central Paris,,391,19,1,0
4553,1968,60,12/06/1968,Jurists call British law 'racist,,123,12,0,0
4554,1968,60,12/06/1968,Duke says Crown still popular,,92,34,0,0
4555,1968,60,12/06/1968,Pilots plan Saturday strike,,299,10,0,0
4556,1968,60,12/06/1968,S Africa doctors fly to Blaiberg,,289,3,1,0
4557,1968,60,12/06/1968,Gaol switch for accused man,,222,12,0,0
4558,1968,60,12/06/1968,Labour win likely in Brightside stronghold,,692,20,0,0
4559,1968,60,19/06/1968,Government Defeated By Nine In Lords Rhodesia Vote,"Threat to efforts to reform House, Compromise Hint By Lord Carrington",1190,20,0,0
4560,1968,60,19/06/1968,Schoenman back in London,,475,19,0,0
4561,1968,60,19/06/1968,Britons back from Moscow defiant and triumphant,,598,19,0,0
4562,1968,60,19/06/1968,Three British sopranos for Bayreuth,,229,28,0,0
4563,1968,60,19/06/1968,Atlantic hunt for lone sailor,,338,10,0,0
4564,1968,60,19/06/1968,"New threat to 100,000 car industry jobs",,223,10,0,0
4565,1968,60,19/06/1968,Brandt in visit to E Berlin,,312,19,1,0
4566,1968,60,26/06/1968,Mafia trial men cleared,,604,12,1,0
4567,1968,60,26/06/1968,Left And Right Unite Against Government,23 Labour rebels in incomes Bill vote,943,20,0,0
4568,1968,60,26/06/1968,Tomorrow in The Times,,144,17,0,0
4569,1968,60,26/06/1968,Treasury rebuked for interfering,,454,20,0,0
4570,1968,60,26/06/1968,Briton shot by Arab in Jordan,,126,19,0,0
4571,1968,60,26/06/1968,Montreal rioters fail to ruffle Trudeau,,289,12,1,0
4572,1968,60,26/06/1968,Roads feel strain as rail services are cut back,,575,10,0,0
4573,1968,60,03/07/1968,Challenge on Labour post,,451,33,0,0
4574,1968,60,03/07/1968,China to deport British 'spies,,100,16,0,0
4575,1968,60,03/07/1968,"Ł250,000 Aid To Be Rushed To Nigeria",New British move to end war,169,19,0,0
4576,1968,60,03/07/1968,Mr Thomson Offers Observer Force,,597,16,0,0
4577,1968,60,03/07/1968,Biafra is unlikely to allow relief in,,255,19,0,0
4578,1968,60,03/07/1968,300 fight London fire,,120,27,0,0
4579,1968,60,03/07/1968,Schools near tip evacuated,,222,6,0,0
4580,1968,60,03/07/1968,Railmen reject pay offer,,424,10,0,0
4581,1968,60,03/07/1968,"MP, 30, steps up in Wilson reshuffle",,156,20,0,0
4582,1968,60,03/07/1968,Ł4m Greek order cancelled after Wilson speech,,708,18,0,0
4583,1968,60,10/07/1968,Angry Tories Call For Apology From Race Debate Rebels,Cabinet concessions over Bill,553,2,0,0
4584,1968,60,10/07/1968,Hospitals cleared of cruelty,,552,3,0,0
4585,1968,60,10/07/1968,Slow progress as night wears on,,510,20,0,0
4586,1968,60,10/07/1968,Primate attacks Rome marriage rules,,439,31,0,0
4587,1968,60,10/07/1968,Couve de Murville to be Prime Minister,,923,19,1,0
4588,1968,60,10/07/1968,Promotion of Gomulka's rival,,113,19,1,0
4589,1968,60,10/07/1968,Drugs raid at public school,,169,12,0,0
4590,1968,60,10/07/1968,Commission reject banks merger,,386,15,0,0
4591,1968,60,17/07/1968,Votes At 18 Included In Government's Electoral Plan,Legislation likely in the autumn,808,20,0,0
4592,1968,60,17/07/1968,TV trials intolerable judge says,,465,12,0,0
4593,1968,60,17/07/1968,"Britain back on rake's progress, Mr Heath says",,648,20,0,0
4594,1968,60,17/07/1968,Talks fail in bus pay dispute,,272,10,0,0
4595,1968,60,17/07/1968,British aid plea for Biafra,,442,19,0,0
4596,1968,60,17/07/1968,Soviet demand for Prague meeting in 14 days,,433,19,1,0
4597,1968,60,17/07/1968,Indiscipline denial by Col Mitchell,,170,16,0,0
4598,1968,60,24/07/1968,Russians START Army Exercises Near The Czech Frontier,"Call-up of reservists announced, Moscow Leaders 'On Way For Talks",784,16,1,0
4599,1968,60,24/07/1968,Secrecy on meeting place,,490,19,0,0
4600,1968,60,24/07/1968,Mr Dalyell ruled guilty of breach of privilege,,830,20,0,0
4601,1968,60,24/07/1968,Mr King fires his parting shots,,798,34,0,0
4602,1968,60,24/07/1968,Challenge to Rhodesia judges,,166,21,0,0
4603,1968,60,24/07/1968,Uproar over brake on home sales,,396,14,0,0
4604,1968,60,31/07/1968,Czechoslovak-Russian Talks Raise Hopes Of Compromise,Deadlock avoided by shift in tactics,796,19,1,0
4605,1968,60,31/07/1968,Striking force in position,,542,16,0,0
4606,1968,60,31/07/1968,Soviet leaders divided,,291,19,1,0
4607,1968,60,31/07/1968,Iraq Prime Minister exiled,,177,19,1,0
4608,1968,60,31/07/1968,Move to extend pilots' strike,,84,10,0,0
4609,1968,60,31/07/1968,Prince to have tighter security,,218,34,0,0
4610,1968,60,31/07/1968,Dr Ramsey criticizes the birth control ban,,642,3,0,0
4611,1968,60,31/07/1968,Army inquiry on loss,,98,16,0,0
4612,1968,60,31/07/1968,Parts fall from jet,,181,10,0,0
4613,1968,60,31/07/1968,Two-hour blackout on TV,,296,17,0,0
4614,1968,60,07/08/1968,Football watchers' priority is comfort,,635,29,0,0
4615,1968,60,07/08/1968,Strike threat to horse show,,105,29,0,0
4616,1968,60,07/08/1968,Nixon Within A Few Votes Of Victory,Moscow visit likely if chosen,775,19,1,0
4617,1968,60,07/08/1968,Eisenhower seriously ill in hospital,,267,19,1,0
4618,1968,60,07/08/1968,Thousands in fight to save Argylls,,463,16,0,0
4619,1968,60,07/08/1968,Deadlock over TV may be broken today,,559,17,0,0
4620,1968,60,07/08/1968,Politics warning to Scottish judges,,468,12,0,0
4621,1968,60,07/08/1968,Boy still in adult ward,,119,3,0,0
4622,1968,60,07/08/1968,Last-stage moves for bus peace,,225,10,0,0
4623,1968,60,07/08/1968,Murder hunt questioning,,190,12,0,0
4624,1968,60,07/08/1968,Israelis kill five in Jordan,,408,16,1,0
4625,1968,60,14/08/1968,Vatican reply to 'foolhardy' critics,,743,31,0,0
4626,1968,60,14/08/1968,Peak Imports Widen July Trade Gap,Visible deficit soars to Ł80m,748,18,0,0
4627,1968,60,14/08/1968,Airlift rescue for Biafran children,,590,19,0,0
4628,1968,60,14/08/1968,Pilots plan to boycott Algeria,,453,10,0,0
4629,1968,60,14/08/1968,Bomb attack on Greek Prime Minister,,636,16,1,0
4630,1968,60,14/08/1968,US fears of Soviet gain in moon race,,366,17,1,0
4631,1968,60,14/08/1968,New lights ruling for drivers,,250,10,0,0
4632,1968,60,14/08/1968,Warning on LSD in pregnancy,,106,3,0,0
4633,1968,60,14/08/1968,Signalman on crash charges,,200,10,0,0
4634,1968,60,21/08/1968,Russians march into Czechoslovakia,People Told By Prague Not To Resist,669,16,1,0
4635,1968,60,21/08/1968,Czechs not able to resist,,609,16,1,0
4636,1968,60,21/08/1968,Mr Johnson summons emergency council,,418,19,1,0
4637,1968,60,21/08/1968,No pretext for intervention,,667,16,1,0
4638,1968,60,21/08/1968,Full text of Prague radio statement,,201,16,1,0
4639,1968,60,21/08/1968,Duvalier steps into the news,,526,19,1,0
4640,1968,60,21/08/1968,Red Cross airstrip bombed,,163,16,0,0
4641,1968,60,21/08/1968,Democrats clash on Vietnam,,345,19,1,0
4642,1968,60,28/08/1968,Dubcek faces Prague protest,,485,19,1,0
4643,1968,60,28/08/1968,Weeping leader asks for trust,,552,19,1,0
4644,1968,60,28/08/1968,Russian garrison agreement a bitter pill for Czechs,,787,16,1,0
4645,1968,60,28/08/1968,Shots as crowds taunt soldiers,,952,16,1,0
4646,1968,60,28/08/1968,Princess: a private funeral,,486,34,0,0
4647,1968,60,28/08/1968,Three windows of No 10 smashed in protest,,297,12,0,0
4648,1968,60,28/08/1968,Slim chance of Kennedy draft,,169,16,1,0
4649,1968,60,04/09/1968,McCarthy rejects fourth party plan,,740,19,1,0
4650,1968,60,04/09/1968,Dr Sik quits as deputy to Cernik,,668,19,1,0
4651,1968,60,04/09/1968,Students warned about vigil in Prague,,359,19,1,0
4652,1968,60,04/09/1968,Privacy when pandas meet,,323,7,0,0
4653,1968,60,04/09/1968,Shah order to hasten relief,,443,19,1,0
4654,1968,60,04/09/1968,Execution of Nigerian officer filmed,,976,16,1,0
4655,1968,60,04/09/1968,Israel to free 16 raiders,,119,16,1,0
4656,1968,60,04/09/1968,Vatican's secret letter,,228,31,0,0
4657,1968,60,04/09/1968,Mr Wilson prepares for battle,,302,20,0,0
4658,1968,60,11/09/1968,Czech leaders promise liberal regime with guarantee of safety,,929,19,0,0
4659,1968,60,11/09/1968,Moscow writers 'ashamed,,694,28,1,0
4660,1968,60,11/09/1968,Heath replies to party critics on Tory policy,,602,33,0,0
4661,1968,60,11/09/1968,Injury hits hopes of Arctic progress,,628,27,0,0
4662,1968,60,11/09/1968,"Closer than ever, says de Gaulle",,160,19,1,0
4663,1968,60,11/09/1968,No penalty over rail disaster,,95,10,0,0
4664,1968,60,11/09/1968,Doctor criticizes heart transplant 'vultures,,580,3,0,0
4665,1968,60,18/09/1968,Vorster says MCC team unacceptable in South Africa,,507,29,0,0
4666,1968,60,18/09/1968,Feeling of disgust over ban,,524,29,0,0
4667,1968,60,18/09/1968,Tour cancelled if chosen side is barred,,504,29,0,0
4668,1968,60,18/09/1968,Dubcek may be called to Moscow again,,526,19,0,0
